,incident_type,finding,action_taken
9370,Citizen complaint,Exonerated,No action
9371,Citizen complaint,Sustained,Suspension
9372,Citizen complaint,Sustained,No action
9373,Citizen complaint,Sustained,No action
9374,Citizen complaint,Sustained,No action
9376,Citizen complaint,Exonerated,No action
9377,Citizen complaint,Unfounded,No action
9378,Citizen complaint,Not Sustained,No action
9379,Citizen complaint,Not Sustained,No action
9380,Citizen complaint,Not Sustained,No action
9381,Citizen complaint,Not Sustained,No action
9382,Citizen complaint,Not Sustained,No action
9383,Citizen complaint,Unfounded,No action
9384,Citizen complaint,Unfounded,No action
9385,Citizen complaint,Not Sustained,No action
9386,Citizen complaint,Not Sustained,No action
9387,Citizen complaint,Not Sustained,No action
9388,Citizen complaint,Not Sustained,No action
9389,Citizen complaint,Not Sustained,No action
9390,Citizen complaint,Not Sustained,No action
9391,Citizen complaint,Not Sustained,No action
9392,Citizen complaint,Exonerated,No action
9393,Citizen complaint,Unfounded,No action
9394,Citizen complaint,Exonerated,No action
9395,Citizen complaint,Unfounded,No action
9396,Citizen complaint,Unfounded,No action
9397,Citizen complaint,Sustained,No action
9398,Citizen complaint,Not Sustained,No action
9399,Citizen complaint,Not Sustained,No action
9400,Citizen complaint,Not Sustained,No action
9401,Citizen complaint,Unfounded,Suspension
9402,Citizen complaint,Sustained,No action
9403,Citizen complaint,Sustained,Oral Reprimand
9404,Citizen complaint,Not Sustained,No action
9405,Citizen complaint,Not Sustained,No action
9406,Citizen complaint,Not Sustained,No action
9407,Citizen complaint,Not Sustained,No action
9408,Citizen complaint,Exonerated,No action
9409,Citizen complaint,Exonerated,No action
9411,Citizen complaint,Not Sustained,No action
9412,Citizen complaint,Not Sustained,No action
9413,Citizen complaint,Exonerated,No action
9414,Citizen complaint,Unfounded,No action
9415,Citizen complaint,Not Sustained,No action
9416,Citizen complaint,Not Sustained,No action
9422,Citizen complaint,Unfounded,No action
9423,Citizen complaint,Not Sustained,No action
9424,Citizen complaint,Unfounded,No action
9425,Citizen complaint,Unfounded,No action
9426,Citizen complaint,Exonerated,No action
9429,Citizen complaint,Not Sustained,No action
9430,Citizen complaint,Unfounded,No action
9431,Citizen complaint,Exonerated,No action
9432,Citizen complaint,Not Sustained,No action
9433,Citizen complaint,Not Sustained,No action
9434,Citizen complaint,Unfounded,No action
9435,Citizen complaint,Unfounded,No action
9436,Citizen complaint,Unfounded,No action
9437,Citizen complaint,Not Sustained,No action
9438,Citizen complaint,Not Sustained,No action
9439,Citizen complaint,Not Sustained,No action
9440,Citizen complaint,Not Sustained,No action
9441,Citizen complaint,Not Sustained,No action
9442,Citizen complaint,Not Sustained,No action
9443,Citizen complaint,Not Sustained,No action
9444,Citizen complaint,Unfounded,No action
9445,Citizen complaint,Not Sustained,No action
9446,Citizen complaint,Unfounded,No action
9447,Citizen complaint,Exonerated,No action
9448,Citizen complaint,Exonerated,No action
9449,Citizen complaint,Not Sustained,No action
9450,Citizen complaint,Not Sustained,No action
9451,Citizen complaint,Not Sustained,No action
9452,Citizen complaint,Exonerated,No action
9459,Citizen complaint,Exonerated,No action
9460,Citizen complaint,Unfounded,No action
9461,Citizen complaint,Exonerated,No action
9462,Citizen complaint,Exonerated,No action
9463,Citizen complaint,Not Sustained,No action
9464,Citizen complaint,Exonerated,No action
9465,Citizen complaint,Exonerated,No action
9466,Citizen complaint,Exonerated,No action
9467,Citizen complaint,Unfounded,No action
9468,Citizen complaint,Unfounded,No action
9469,Citizen complaint,Unfounded,No action
9470,Citizen complaint,Unfounded,No action
9472,Citizen complaint,Not Sustained,No action
9473,Citizen complaint,Sustained,Resigned/Retired and Charges Pending
9474,Citizen complaint,Sustained,No action
9475,Citizen complaint,Not Sustained,No action
9476,Citizen complaint,Sustained,No action
9477,Citizen complaint,Sustained,No action
9478,Citizen complaint,Not Sustained,No action
9479,Citizen complaint,Unfounded,No action
9480,Citizen complaint,Unfounded,No action
9481,Citizen complaint,Unfounded,No action
9482,Citizen complaint,Unfounded,No action
9483,Citizen complaint,Not Sustained,No action
9484,Citizen complaint,Sustained,Oral Reprimand
9485,Citizen complaint,Not Sustained,No action
9487,Citizen complaint,Exonerated,No action
9488,Citizen complaint,Exonerated,No action
9489,Citizen complaint,Not Sustained,No action
9490,Citizen complaint,Not Sustained,No action
9491,Citizen complaint,Unfounded,No action
9492,Citizen complaint,Unfounded,No action
9493,Citizen complaint,Not Sustained,No action
9494,Citizen complaint,Not Sustained,No action
9495,Citizen complaint,Not Sustained,No action
9496,Citizen complaint,Exonerated,No action
9497,Citizen complaint,Unfounded,No action
9498,Citizen complaint,Unfounded,No action
9499,Citizen complaint,Exonerated,No action
9500,Citizen complaint,Unfounded,Oral Reprimand
9501,Citizen complaint,Sustained,No action
9502,Citizen complaint,Sustained,No action
9503,Citizen complaint,Unfounded,No action
9504,Citizen complaint,Not Sustained,No action
9505,Citizen complaint,Unfounded,No action
9506,Citizen complaint,Unfounded,No action
9507,Citizen complaint,Unfounded,No action
9508,Citizen complaint,Not Sustained,No action
9509,Citizen complaint,Unfounded,No action
9510,Citizen complaint,Unfounded,No action
9511,Citizen complaint,Sustained,No action
9512,Citizen complaint,Unfounded,No action
9513,Citizen complaint,Unfounded,No action
9514,Citizen complaint,Not Sustained,No action
9515,Citizen complaint,Not Sustained,No action
9516,Citizen complaint,Exonerated,No action
9517,Citizen complaint,Unfounded,No action
9518,Citizen complaint,Unfounded,No action
9519,Citizen complaint,Unfounded,No action
9520,Citizen complaint,Unfounded,No action
9521,Citizen complaint,Unfounded,No action
9522,Citizen complaint,Exonerated,No action
9523,Citizen complaint,Exonerated,No action
9524,Citizen complaint,Exonerated,Retired
9525,Citizen complaint,Unfounded,No action
9526,Citizen complaint,Unfounded,No action
9527,Citizen complaint,Not Sustained,No action
9528,Citizen complaint,Not Sustained,No action
9529,Citizen complaint,Unfounded,No action
9530,Citizen complaint,Not Sustained,No action
9531,Citizen complaint,Not Sustained,No action
9532,Citizen complaint,Exonerated,No action
9533,Citizen complaint,Not Sustained,No action
9534,Citizen complaint,Not Sustained,No action
9535,Citizen complaint,Not Sustained,No action
9539,Citizen complaint,Sustained,No action
9540,Citizen complaint,Unfounded,No action
9541,Citizen complaint,Not Sustained,No action
9542,Citizen complaint,Exonerated,No action
9543,Citizen complaint,Unfounded,No action
9544,Citizen complaint,Not Sustained,No action
9545,Citizen complaint,Exonerated,No action
9546,Citizen complaint,Exonerated,No action
9547,Citizen complaint,Exonerated,No action
9548,Citizen complaint,Exonerated,No action
9549,Citizen complaint,Exonerated,No action
9550,Citizen complaint,Exonerated,No action
9551,Citizen complaint,Unfounded,No action
9552,Citizen complaint,Exonerated,No action
9553,Citizen complaint,Exonerated,No action
9555,Citizen complaint,Unfounded,No action
9557,Citizen complaint,Not Sustained,No action
9558,Citizen complaint,Not Sustained,No action
9560,Citizen complaint,Not Sustained,No action
9561,Citizen complaint,Exonerated,No action
9562,Citizen complaint,Not Sustained,No action
9563,Citizen complaint,Exonerated,No action
9564,Citizen complaint,Exonerated,No action
9565,Citizen complaint,Exonerated,No action
9566,Citizen complaint,Unfounded,No action
9567,Citizen complaint,Unfounded,No action
9568,Citizen complaint,Unfounded,No action
9569,Citizen complaint,Unfounded,No action
9570,Citizen complaint,Unfounded,No action
9571,Citizen complaint,Unfounded,No action
9572,Citizen complaint,Unfounded,No action
9573,Citizen complaint,Unfounded,No action
9591,Citizen complaint,Not Sustained,No action
9592,Citizen complaint,Sustained,Oral Reprimand
9593,Citizen complaint,Sustained,No action
9594,Citizen complaint,Not Sustained,No action
9598,Citizen complaint,Not Sustained,No action
9606,Citizen complaint,Exonerated,No action
9607,Citizen complaint,Exonerated,No action
9608,Citizen complaint,Sustained,Oral Reprimand
9618,Citizen complaint,Exonerated,No action
9619,Citizen complaint,Sustained,No action
9620,Citizen complaint,Not Sustained,No action
9623,Citizen complaint,Not Sustained,No action
9624,Citizen complaint,Sustained,Settlement Agreement
9625,Citizen complaint,Not Sustained,No action
9626,Citizen complaint,Not Sustained,No action
9627,Citizen complaint,Unfounded,No action
9628,Citizen complaint,Unfounded,No action
9629,Citizen complaint,Exonerated,No action
9630,Citizen complaint,Exonerated,No action
9631,Citizen complaint,Unfounded,No action
9632,Citizen complaint,Unfounded,No action
9633,Citizen complaint,Unfounded,No action
9634,Citizen complaint,Exonerated,No action
9635,Citizen complaint,Exonerated,No action
9636,Citizen complaint,Not Sustained,No action
9637,Citizen complaint,Not Sustained,No action
9638,Citizen complaint,Exonerated,No action
9639,Citizen complaint,Not Sustained,No action
9640,Citizen complaint,Unfounded,No action
9641,Citizen complaint,Exonerated,No action
9642,Citizen complaint,Not Sustained,No action
9643,Citizen complaint,Not Sustained,No action
9644,Citizen complaint,Not Sustained,No action
9645,Citizen complaint,Unfounded,No action
9646,Citizen complaint,Exonerated,No action
9647,Citizen complaint,Exonerated,No action
9648,Citizen complaint,Unfounded,No action
9649,Citizen complaint,Unfounded,No action
9650,Citizen complaint,Unfounded,No action
9651,Citizen complaint,Unfounded,No action
9652,Citizen complaint,Unfounded,No action
9653,Citizen complaint,Unfounded,No action
9654,Citizen complaint,Unfounded,No action
9655,Citizen complaint,Unfounded,No action
9656,Citizen complaint,Not Sustained,No action
9657,Citizen complaint,Not Sustained,No action
9658,Citizen complaint,Not Sustained,No action
9659,Citizen complaint,Not Sustained,No action
9660,Citizen complaint,Not Sustained,No action
9661,Citizen complaint,Not Sustained,No action
9662,Citizen complaint,Not Sustained,No action
9663,Citizen complaint,Not Sustained,No action
9664,Citizen complaint,Not Sustained,No action
9665,Citizen complaint,Not Sustained,No action
9666,Citizen complaint,Not Sustained,No action
9667,Citizen complaint,Exonerated,No action
9668,Citizen complaint,Unfounded,No action
9669,Citizen complaint,Exonerated,No action
9670,Citizen complaint,Not Sustained,No action
9671,Citizen complaint,Not Sustained,No action
9673,Citizen complaint,Sustained,No action
9674,Citizen complaint,Not Sustained,No action
9675,Citizen complaint,Not Sustained,No action
9676,Citizen complaint,Sustained,Counseling
9677,Citizen complaint,Not Sustained,No action
9678,Citizen complaint,Unfounded,No action
9682,Citizen complaint,Unfounded,No action
9683,Citizen complaint,Exonerated,No action
9684,Citizen complaint,Not Sustained,No action
9685,Citizen complaint,Not Sustained,No action
9690,Citizen complaint,Exonerated,No action
9692,Citizen complaint,Not Sustained,No action
9693,Citizen complaint,Not Sustained,No action
9695,Citizen complaint,Unfounded,No action
9696,Citizen complaint,Not Sustained,No action
9697,Citizen complaint,Not Sustained,No action
9698,Citizen complaint,Not Sustained,No action
9699,Citizen complaint,Exonerated,No action
9700,Citizen complaint,Not Sustained,No action
9701,Citizen complaint,Unfounded,No action
9702,Citizen complaint,Unfounded,No action
9703,Citizen complaint,Not Sustained,No action
9704,Citizen complaint,Not Sustained,No action
9705,Citizen complaint,Exonerated,No action
9706,Citizen complaint,Exonerated,No action
9707,Citizen complaint,Exonerated,No action
9708,Citizen complaint,Exonerated,No action
9709,Citizen complaint,Not Sustained,No action
9712,Citizen complaint,Unfounded,No action
9713,Citizen complaint,Unfounded,No action
9714,Citizen complaint,Exonerated,No action
9715,Citizen complaint,Exonerated,No action
9716,Citizen complaint,Unfounded,No action
9717,Citizen complaint,Unfounded,No action
9718,Citizen complaint,Not Sustained,No action
9719,Citizen complaint,Not Sustained,No action
9720,Citizen complaint,Not Sustained,No action
9721,Citizen complaint,Not Sustained,No action
9724,Citizen complaint,Not Sustained,No action
9725,Citizen complaint,Unfounded,No action
9726,Citizen complaint,Not Sustained,No action
9727,Citizen complaint,Not Sustained,No action
9730,Citizen complaint,Exonerated,No action
9731,Citizen complaint,Exonerated,No action
9735,Citizen complaint,Exonerated,No action
9736,Citizen complaint,Not Sustained,No action
9737,Citizen complaint,Not Sustained,No action
9738,Citizen complaint,Sustained,No action
9739,Citizen complaint,Not Sustained,No action
9740,Citizen complaint,Not Sustained,No action
9741,Citizen complaint,Exonerated,No action
9742,Citizen complaint,Not Sustained,No action
9743,Citizen complaint,Not Sustained,No action
9744,Citizen complaint,Not Sustained,No action
9745,Citizen complaint,Not Sustained,No action
9746,Citizen complaint,Not Sustained,No action
9747,Citizen complaint,Unfounded,Oral Reprimand
9748,Citizen complaint,Not Sustained,No action
9749,Citizen complaint,Sustained,No action
9750,Citizen complaint,Sustained,No action
9751,Citizen complaint,Exonerated,No action
9752,Citizen complaint,Exonerated,No action
9753,Citizen complaint,Sustained,Oral Reprimand
9754,Citizen complaint,Exonerated,No action
9755,Citizen complaint,Not Sustained,No action
9756,Citizen complaint,Sustained,Oral Reprimand
9761,Citizen complaint,Exonerated,No action
9762,Citizen complaint,Unfounded,No action
9763,Citizen complaint,Unfounded,No action
9764,Citizen complaint,Unfounded,No action
9765,Citizen complaint,Not Sustained,No action
9766,Citizen complaint,Not Sustained,No action
9767,Citizen complaint,Not Sustained,No action
9769,Citizen complaint,Unfounded,No action
9770,Citizen complaint,Unfounded,No action
9771,Citizen complaint,Unfounded,No action
9772,Citizen complaint,Unfounded,No action
9773,Citizen complaint,Sustained,Oral Reprimand
